entity,title,body

I have to add this line to proguard.cfg:
-keep class com.jpardogo.android.googleprogressbar.*\* { *; }

node,Access current data model from within OnButttonPressListener?,"OnButtonPressListener provides only a reference to TextView textView. So my question ist how to access the current card (and its metadata stored inside it) from within the Listener?
Is it good practice to declare a card instance final in order to access it from within the listener?

Example:

``` java
      BasicButtonsCard card = new BasicButtonsCard();
      card.setTitle(dataPojo.getTitle());
      card.setDescription(dataPojo.getSource());
      card.setLeftButtonText(""Dislike"");
      card.setRightButtonText(""Like"");
      card.setShowDivider(true);
      card.setDismissible(true);
      card.setOnLeftButtonPressedListener(new OnButtonPressListener() {
        @Override
        public void onButtonPressedListener(TextView textView) {
           //Accessing ""card"" right here would only be possible if it was declared 'final'
           restClient.postUpdate(""Dismiss"", card.getTitle()); 
          card.dismiss(); 
        }
      });
      materialListView.add(card);
```

For me it would be great if onButtonPressListener would also provide access to the card like

``` java
onButtonPressedListener(TextView textView, Card currentCard)
```
"
node,Provide an Android  Studio project,Is it possible to include this repo in an Android Studio project?
node,HOTP counter value should be 8-byte (long),"The initial counter value for HOTP registrations should allow the full 8-bytes as specified in RFC 4226.
Currently the com.google.android.apps.authenticator.AuthenticatorActivity parseSecret() method is attempting to parse the counter from the scanned QR code using

```
Integer.parseInt(counterParameter);
```

This should clearly be using

```
Long.parseLong(counterParameter);
```

and everywhere the counter is declared, it should be using Long not Integer.
The manual key entry screen should also allow for counter entry if possible.
"
node,"Update deprecated ctx.action usage to ctx.actions.{run,run_shell}","Also the `use_default_shell_env parameter` is added where appropriate.

Without it, build fails on Linux distributions with unusual handling
 of PATH variable, such as NixOS."
node,Programatically setting focus on the list view,"Can I programatically set the focus to whatever position on the list I like ?
Whenever I build a list and renders it in the app, it focuses on a random item on my list. 

```
    mListView.setSelection(index);
```
"
node,Seamless Scrolling,"Currently, if the mListView is updated with new cards, it auto-scrolls to the point where new cards are inserted.

However, what if I want the list to remain as it is (stay on current card) ? 

Alternatively, if it scrolls off automatically, is there a way to ascertain which card the user was on before he got scrolled away ?
"
node,Update Android build-tools version to 30.0.0-rc4,""
node,Remove ic_launcher.png from library resources,"Please remove the ic_launcher.png files from your library.
It is not necessary, and also it is a problem with the last gradle plugin 1.2.x
"
node,Add smart prune support to GitDestination,Smart prune support works by only adding files from
TransformResult.getAffectedFilesForSmartPrune to the git index. This
causes files that only changed due to non-reversible transforms to be
excluded from the commit.

Smart prune is also a large performance improvement when the workflow's
destination_files are a small subset of a large monorepo. The behavior
without smart prune is to remove most of the SoT repo from the index
only to then add it back in AddExcludedFilesToIndex.

I am not sure if the git smart prune behavior matches that of other
destinations because getAffectedFilesForSmartPrune was only used in a
few tests in the OSS codebase. But given the API of TransformResult I
am assuming the piper destination must be doing something similar.
node,Add hash for Bazel external workspace.,""
node,Allow font size change or more compact view,"I have more than one screen of passwords; I'd love it to only be a screenful. The best layout would be:

Google: foo@gmail.com 123456

with the expiry time as a thin ""progress bar"" at the top of the screen, given that it's the same for all the codes (at least for me). (If there's some way of it being different, then it could be a thin bar under each line.)

With a layout like that, you could fit 10 or 12 codes on the screen and still have them as readable. Although also, assigning each a random pastel colour would also help to distinguish them, and making the grey text a lighter grey would improve matters too.

Gerv
"
node,Sorting of Entries,"Currently all entries are sorted in the order how they were originally add, this is sometimes very annoying if you have more than a few entries. It would be a good addition to let the user sort them manually.
"
node,Remove the com_google_protobuf_java external workspace.,Bazel doesn't require this one anymore.
node,I disabled the google two step auth and it still comes up?,""
node,Updated big_image_card_layout.xml,The xml of big_image_card_layout did not contain a description field which was supposed to be there.  The commit corrects that.

node,Export of internal change,Export of internal change

node,onButtonPressedListener documentation,"I don't just want to edit in your Wiki, thus I'll report it here:
In your [BigImageButtonsCard](https://github.com/dexafree/MaterialList/wiki/BigImageButtonsCard) documentation you're giving an example for a Listener:

```
public void onButtonPressedListener(TextView textView) {
```

But that should be:

```
public void onButtonPressedListener(View view, Card card) {
```
"
node,Authenticator 5.00 Open Source Release 🎉,Updating the Open Source version of Authenticator to match the current Play Store version.

* Min API level is now 19.
* Build system is Bazel instead of Gradle.
* UI has been revamped.
* Several other changes are detailed in `CHANGELOG.md`.
node,Authenticator produces wrong codes during setup of new entries,"**What steps will reproduce the problem?**
1. Go to auth setup page (Google, Amazon AWS, ...)
2. Scan code or enter code manually
3. New entry added to Authenticator
4. Codes wont be accepted to verify Authenticator (""Wrong code. Please try again""

**What is the expected output? What do you see instead?**
 Not able to use Authenticator as ""connection"" wont be verified.

**What version of the product are you using? On what operating system?**
 Authenticator v2.49 on Android 4.4.2 (latest available for my phone [Wiko Highway Signs])

**Please provide any additional information below.**
 Never had any problems with the Authenticator on my old phone (Samsung Galaxy S).
 Disabled 2-step auth properly before trying to add the auth on the new phone.
 Setting up auth does not work with any ""provider"" (Google, Amazon AWS, ...).
 I did sync the time in Authenticator (No update required, time already syncronised); I re-installed Authenticator; I rebooter the phone; I uninstalled Authenticator, rebootet the phone, installed Authenticator again; nothing helped.

Thanks for your help!
"
node,Material List with Eclipse,How Can in use it with Eclipse 

node,Pass through intent,How can I pass a card through intent. The object card can not be serialized or parceled. Please help me. I need to pass the card to another activity. 

node,get OTP over Bluetooth,"hi all. when i worked at google, i loved that i could get an OTP over bluetooth and confirm by knocking on my phone while it was in my pocket (to prevent unauthorized requests). any chance you could add that to this open source app? thanks in advance!

original issue google/google-authenticator#176. original original [issue 177](https://code.google.com/p/google-authenticator/issues/detail?id=177) in google code project:

> Suggestion to create a mechanism to retrieve OTP over bluetooth for the Android Google Authenticator Application
> 
> User would put the cursor on a text box in the browser and then hit a (configurable) key combination (e.g. CTRL+SHIFT+i) and it would automatically get an OTP code from the phone´s application and paste it into the text box.
> 
> This would probably need an accompaining Mac and Windows client aplication that would have to run as a service and intercept the key combination in order to then request the code to the phone.
> 
> This would make the usage of OTP much more practical.
"
node,Update BigImageCardItemView.java,Make BigImageCardItemView abstract as BaseButtonsCardItemView

node,Widget to display code in real time on home screen,"As [Blizzard Authenticator](https://play.google.com/store/apps/details?id=com.blizzard.bma), we can set a widget on home screen to update the one-time pasword and not need to access the app.
"
node,Allow offline manual time sync,"It would be great to allow to manually set the server time correction, for when the device is offline for extended periods.  This is not a huge problem when the clock drifts forward, but renders the program nonfunctional when the clock drifts more than 30 seconds backward.
"
node,Kotlin support,"I cann't implement it in my kotlin project, please support this, thanks"
node,JUST A TEST. IGNORE,Change-Id: I3bf6b48e6bd49ea4d817e9584aea468be2f28a43
node,Update BaseButtonsCardItemView.java,There is problem if the Layout it is not a LinearLayout but a Relative one instead (e.g. material_image_with_buttons_card.xml). I cast in this way and I have not problem now.

node,Add Duration-based ctor to TimeoutKillableObserver,Add `java.time.Duration`-based constructor to `TimeoutKillableObserver`.
node,Folders for organizing codes,https://github.com/google/google-authenticator/issues/455

Add a navigation drawer like menu with folders/categories that users can create to organize codes into groups.
node,CustomProgressBar,This PR consist in:
- Custom `GoogleProgressBar` that can be use directly form the XML layout.
- `attr.xml` file for the `GoogleProgressBar` to be set directly from the xml.
- `FoldingCirclesDrawable` `Builder`
- `gradle.build` file dependencies remove from library module
- `AndroidManifest.xml` refactor to remove code not needed in library module 
  The `Builder` will make the #6 easier to be accomplish.

node,Remove repository URL,""
node,"Styles, Templates, Empty View, Simplifications, Code Refactoring, Animations, Actions","- **Material Styles**: Created a material_styles.xml with the font specific
  stuff (like text size and style of title).
- **Template layouts**: Added some layout components which can be easily
  added to a card layout to create cards faster.
- **Empty View**: Have to refactor the MaterialListView, because the empty
  view can not be shown, if the class is extended by RecyclerView
  directly.
- **Simplifications**: Put all the methods from Text- & Button- & default
  Provider into one single Provider class, because every card has these
  things. There is also no need any more to extend the Provider classes (often it was only used to define the layout). With the CardProvider you've got a stand alone provider.
- **Code Refactoring**: Cleaned up the code.
- **Animations**: The adapter was not notified when something changed - I mean not by the typicaly method notifyDataSetChanged(). It needs to be notified by notifyItemRemoved/notifyItemInserted/etc.
- **Actions**: Put all things together in one Provider class with the
  possibility to add ""Action""s to the views. These actions can be set
  through the builder pattern.

> The actions can not be integrated into the builder pattern like we did it bevor with the CardProvider :-1: due to the fact, that the generic types getting me so confusing and I haven't found a solution to get it integrated by now. The problem is - when trying to integrate it - the types getting into chaos and I don't know why. When I try to do something like this...
> 
> ``` java
> Card card = new Card.Builder(this)
>                           .withProvider(new CardProvider())
>                           .setLayout(R.layout.my_material_card)
>                           .setTitle(""test"")
>                           // ... set other properties ...
>                           .addAction(R.id.action1, new TextViewAction(this))
>                           .setText(""ACTION!"")
>                           .setListener(listener)
>                           .endAction()
>                           // ... add more actions ...
>                           .endConfig()
>                           .build();
> ```
> 
> ``` java
> public <A extends Action<T>> A addAction(@IdRes int id, A action) {
>     mSavedActions.put(id, action);
>     return action;
> }
> ```
> 
> The setText(string) method (in this example) would be marked with an underlined error, that this method is not known. If I let me show all the possible methods after addAction(int, action) I only see endAction(). Maybe you've got an idea how to solve the problem? This would be awsome! :+1:
> 
> The current situation with the actions is not as bad as it sounds like. I think it looks nice, that the actions are intended from the builder pattern (see the MainActivity for examples).
"
node,No new changes to import for resolved ref: ITERATIVE move,"Having a bit of an issue getting copybara to move changes for an internal repo. We recreated an external repo and I keep getting this (external repo is empty). I imagine there is a local repo on my laptop that is keeping track of all this and is like ""I ALREADY MOVED THIS!"" but I don't know what it is to blow it away. Maybe I'm not right though :)

copy.bara.sky:
```
# Update these references to your orginzations repos
sourceUrl = ""git@github.com:sonatype/nexus-repository-p2-internal.git""
destinationUrl = ""git@github.com:sonatype/nexus-repository-p2.git""

core.workflow(
    name = ""default"",
    origin = git.origin(
        url = sourceUrl,
        ref = ""master"",
    ),
    destination = git.destination(
        url = destinationUrl,
        fetch = ""master"",
        push = ""master"",
    ),
    mode = ""ITERATIVE"",
    # Change path to the folder you want to publish publicly
    origin_files = glob([""**""], exclude = [""copy.bara.sky""]),
    destination_files = glob([""**""]),

    authoring = authoring.pass_thru(""Me <me@me.com>""),
)
```

```
nexus-repository-p2-internal  master ✅  ~/code/tools/copybara/bazel-bin/java/com/google/copybara/copybara copy.bara.sky --force --last-rev=8b55debc2b4820f5f287dde93afe4be1b969e793
Copybara source mover (Version: Unknown version)
Task: Git Origin: Initializing local repo
WARN: No new changes to import for resolved ref: 8b55debc2b4820f5f287dde93afe4be1b969e793
```

Appreciate any help, as per usual."
node,Update build,- Use Build Tools 25.0.1
- compileSdVersion 22 -> 25
- Android Gradle Plugin 1.1.3 -> 2.2.3
- Gradle 2.2.1 -> 3.2.1
node,Update documentation,--git-first-commit was deprecated in favor of the more general
--force.

Other minor changes added too.

Fixes #18

Change-Id: Id364a6662f1f6b9279fd389d65a041bfbf43bc3b
node,destination_files behaviour,"I am attempting to use copybara to migrate many standalone repos into a monorepo, and use copybara to keep them in step while we are in the process of migration. However I am hitting an issue with the behaviour of destination_files, or perhaps my understanding of it.

The following in the config used
```
core.workflow(
    name = ""default"",
    origin = git.origin(
        url = origin_url,
        ref = ""master"",
    ),
    destination = git.destination(
        url = dest_url,
        fetch = ""master"",
        push = ""copybara/microtime_import"",
    ),
    ask_for_confirmation = True,
    destination_files = glob([""libs/microtime/**""]),
    origin_files = glob([""**""]),
    authoring = authoring.pass_thru(""Copybara <cc@internal>""),
    transformations = [
	    core.move("""", ""libs/microtime""),
    ],
)
```

When this runs, it removes **all** other files in the destination repo, unless they are matched by an `exclude` in `destination_files`, which seems to go against the line in the docs:

```
A glob relative to the root of the destination repository that matches files that are part of the migration. Files NOT matching this glob will never be removed, even if the file does not exist in the source.
```

How can I get copybara to import from the the origin repo and only affect the destination folder?
Using copybara built from ea42789eb4610847f9d9bf3a0e6d96e5155a55b5"
node,"Stable version, compatible with Android 2.3.7?","Hi there!

Is there a stable version, compatible with Android 2.3.7?

Thank you for your feedbacks.


Best regards,
Jan"
node,Secrets should be stored in a java.security.KeyStore,"Transferred from https://github.com/google/google-authenticator/issues/157

Instead of storing the secrets in the SQLite database, the SQLite database should store the alias of the SecretKey in a java.security.KeyStore. This will allow migration to more secure methods of storage in the future.

Note that you'll have to use a JCEKS instead of the default JKS.
"
node,Key change dynamically,"I wonder if it is possible to change the key generation of dynamic way?

Changing the getSecret () method it is possible to generate the token, but in validation in the application is not possible.

One observation is that I'm not using google but in a company's authentication system.
"
node,Multiple dex  files for libcoreanimation,"Hi, I'm facing an issue.. My gradle build is failing because of multiple dex files for libcoreanimation. I checked the iml file and it is showing libcoreanimation 3.1.0 is imported by both your project and sticky list headers.. I'm defining your project as a dependency  in my gradle file. Please fix it or provide a way to quick fix  I'm a bit short on time. 
"
node,Add default http.userAgent flag,Fixes #65 
node,Run Copybara in GitHub actions?,"Hi, is it possible to run Copybara in GitHub actions?

Thinking someone could create an action that wraps it, or would it be easier to use Docker?
"
node,Group Token Number,"On iOS the token numbers are grouped like ""123 456"", which makes much more readable when logging in. It would be a good idea if the Android version would do the same.

Also the blue colour for the token helps to read the numbers.
"
node,"Crashes on setup, Android 5.0",I just try to set up a new account and it crashes.
Samsung Galaxy S5

node,Add multiselect for quick delete multiple accounts,Add multiselect for quick delete multiple accounts
node,Update SwipeDismissRecyclerViewTouchListener.java,"I found that there is  a bug existing when you Use BigImageButtonsCard or BigImageCard and swipe to dismiss a card, the card below the card dismissed
may change it's Layouts. But after I delete the code that I commited ,it really works!
I'm a fresh man ,don't know the real principle. But the bug is existing exactly.
So U can Update a  newer version when u are free.
"
node,Where to find updated source code (v4.74)?,"Where do I find the updated source code of the Google Authenticator (v4,74) (with integrated barcode scanner, material design, etc.) as described at the Play Store?
Is it available at all?"
node,Trying to use 2.1.0,"Okay I see that you updated it, but none of the sample cards are appearing. In the README you say to import the module samplecards and compile. Where is that? I thought it was supposed to all be included in the library

Thanks!

PS. Really awesome work
"
node,GoogleProgressBar animation is slow,how can I make this animation fast.

node,UNEXPECTED TOP-LEVEL EXCEPTION:,After upgrading the library to 2.0.0
I am getting multiple dex libraries issue:

```
UNEXPECTED TOP-LEVEL EXCEPTION:
com.android.dex.DexException: Multiple dex files define Lcom/nhaarman/listviewanimations/util/Swappable;
    at com.android.dx.merge.DexMerger.readSortableTypes(DexMerger.java:596)
    at com.android.dx.merge.DexMerger.getSortedTypes(DexMerger.java:554)
    at com.android.dx.merge.DexMerger.mergeClassDefs(DexMerger.java:535)
    at com.android.dx.merge.DexMerger.mergeDexes(DexMerger.java:171)
    at com.android.dx.merge.DexMerger.merge(DexMerger.java:189)
    at com.android.dx.command.dexer.Main.mergeLibraryDexBuffers(Main.java:454)
    at com.android.dx.command.dexer.Main.runMonoDex(Main.java:303)
    at com.android.dx.command.dexer.Main.run(Main.java:246)
    at com.android.dx.command.dexer.Main.main(Main.java:215)
    at com.android.dx.command.Main.main(Main.java:106)
```

node,is the new stuff ever gonna be released?,the new changes have been pending for a while now....
is this library gone to the wayside?

when will the dramatic change in the pending PRs be released?

thanks

node,Fly In Animation.,How do I get the Fly In animation from the bottom like seen in the sample app. Right now the cards are just static and have no appearance animations.

node,Update Android Gradle plugin to 3.1.3,This PR migrates to Android Plugin for Gradle 3 and fixes associated build errors/warnings.
node,Test PR,This is a test.
node,Sample Cards as Gradle Import,Shouldn't the sample cards also be able to import via gradle into the own project?

``` java
    import 'com.github.dexafree:materiallist-cards:x.x.x'
```

node,"BUG strange behavior on ""com.android.support:design:23.2.1""","Using com.android.support:design:23.2.1 instead of com.android.support:design:23.1.1 the carda layout looks strange, there is a lot of space between cards.
"
node,Provide source code for 2.49,"The currently available version in the Play Store is `Google Authenticator 2.49`, while the source here reflects the already very old version 2.21.

It would be very nice by Google to provide source code for the latest release as well, which I would highly appreciate for such a sensitive security application like a secure token generator.
"
node,Google Authenticator Time Synch Problem,"The keys Google 2FA generates are not valid for my app 2FA logins. So, I want to synch it but it does not work and pops up an error box saying, connection problem with the Google's server, check your network settings, and then retry. Please help me guys, it willi be life saving."
node,Use reposurgeon to preserve commit messages,https://github.com/google/mediapipe/commits/master imports by copybara have no commit messages. Maybe use https://gitlab.com/esr/reposurgeon instead of reinventing the wheel?


node,Update README.md,In the description method 'add' is called on the MaterialListView object directly which results in error.
It should be called on MaterialListAdapter. It has been corrected.

node,Create a docker image with copybara,It would be super handy to have a docker image that can run copybara. 

Consider adding it to  https://github.com/GoogleCloudPlatform/cloud-builders 


node,Option to increase space between Cards without creating custom card,"I was wondering how could one tinker with few properties of the cards, such as margin and padding, depth etc. without having to create custom card.

I tried to change divided length for Material list view but it didn't work.

In addition to this, it would be wonderful if a Progress bar indicator option could be given for each card.

Thanks
"
node,Test commit,""
node,Pull requests and confidential blocks,"There is an example in the documentation which uses `core.replace` to remove a confidential block.
This transformation works perfectly fine in one direction. But I don't understand how to make it work with pull requests.

Such transformation is not reversible. So if pull modifies a file with a cofidential block, then the block itself gets removed.

Is there some easy way to apply such pull requests with copybara?
"
node,Scrollable View changes position on Device Rotation,"When I perform these sequences of events, the scroll view on screen goes back to the top:

Sequence 1:
1.  Click on More...
2.  Click on Settings
3.  Click on Time Correction 
4.  Click on About this feature
5.  Scroll Down
6.  Orientation Change
"
node,with Provider," .withProvider(BasicImageButtonsCardProvider.class)

having error with this line ""BasicImageButtonsCardProvider""
"
