entity,title,body,class,full_body
node,Fix formatting error in metadata.add_header docs,"""\`\`\`""  at the end of a line does not close a code block. ""\`\`\`python"" also does not close a code block, so the error was not obvious.",1,end line close code block python also close code block error obvious fix error add header
node,why can't i display a BigImageCard with Description,"i just simply use the sample code to display a BigImageCard, but the description would't works!

here is my code

card = new Card.Builder(MainActivity.this)
                                                .setTag(""BIG_IMAGE_CARD"")
                                                .withProvider(new CardProvider())
                                                .setLayout(R.layout.material_big_image_card_layout)
                                                .setTitle("" "")
                                                .setDescription(""new one"")
                                                .setDrawable(item.getString(""webformatURL""))
                                                .endConfig()
                                                .build();
materialListView.getAdapter().add(card);
",1,simply use sample code display description would works code card new card builder big image card new layout material big image card layout new one item build add card display description
node,Erroneous/broken `core.move` in public -> private import,"I'm working on a copybara demo for my team, and am running into an issue that's left me scratching my head.

In this example private repository, I have a tree structure like:

```
internal-monorepo
├── BUILD
├── README.md
├── WORKSPACE
├── experimental
    ├── copy.bara.sky
    └── exercises
        └── go
            └── hello-world
                ├── BUILD
                ├── README.md
                ├── go.mod
                ├── hello_world.go
                └── hello_world_test.go

```

The `copy.bara.sky` workflows are fairly straightforward:

```
public = ""https://github.com/someuser/experimental""
private = ""https://github.com/someuser/internal-monorepo""

core.workflow(
    name = ""export"",
    mode = ""ITERATIVE"",

    origin = git.origin(
        url = private,
        ref = ""master"",
    ),

    destination = git.github_destination(
        url = public,
        push = ""master"",
        fetch = ""master"",
    ),

    origin_files = glob([
        ""experimental/**"",
    ], exclude = [
        ""experimental/copy.bara.sky"",
        ""experimental/**/BUILD"",
    ]),

    destination_files = glob([""**""]),

    authoring = authoring.pass_thru(""Copybara Bot <no-reply@domain.com>""),

    transformations = [
        core.move(""experimental"", """"),
        metadata.scrubber('(^|\n)INTERNAL-ONLY:(.|\n)*'),
        metadata.restore_author(
          label = ""ORIGINAL_AUTHOR"",
          search_all_changes = True,
        ),
    ],
)

core.workflow(
    name = ""import"",
    mode = ""CHANGE_REQUEST"",
    set_rev_id = False,

    origin = git.github_pr_origin(
        url = public,
    ),

    destination = git.github_pr_destination(
        url = private,
        destination_ref = ""master"",
    ),

    origin_files = glob([
        ""**"",
    ]),

    destination_files = glob([
        ""experimental/**""
    ], exclude = [
        ""experimental/copy.bara.sky"",
        ""experimental/**/BUILD"",
    ]),

    authoring = authoring.whitelisted(
        default = ""Copybara Bot <no-reply@domain.com>"",
        whitelist = [
            ""me@domain.com"",
        ],
    ),

    transformations = [
        core.move("""", ""experimental""),
        metadata.save_author(),
        metadata.expose_label(""COPYBARA_INTEGRATE_REVIEW""),
        metadata.expose_label(""GITHUB_PR_NUMBER"", new_name = ""closes"", separator = '#'),
    ],
)
```

## `export` works beautifully.

In internal repository has a single, initial commit. Running the `export` workflow works as expected:

```
$ copybara experimental/copy.bara.sky export --init-history --force
...

# The new public repository looks exactly as expected!

$ tree
<public-repo>
└── exercises
    └── go
        └── hello-world
            ├── README.md
            ├── go.mod
            ├── hello_world.go
            └── hello_world_test.go
```

## `import` fails due to a conflict.

I'm testing the PR workflow, so I create an issue in `<public-repo>`, create a new branch, and push it up. The new tree looks like this:

```
$ tree
<public-repo-branch>
├── README.md
└── exercism
    └── go
        └── hello-world
            ├── README.md
            ├── go.mod
            ├── hello_world.go
            └── hello_world_test.go
```

Switching back to my internal repo (where the workflow file lives), I now run the `import` workflow. It fails due to a conflict (the reference is `refs/pull/2/head` because the branch has been submitted as a PR):

```
➜ copybara experimental/copy.bara.sky import refs/pull/2/head
Apr 01, 2020 9:12:55 PM com.google.copybara.Main configureLog
INFO: Setting up LogManager
Copybara source mover (Version: Unknown version)
Task: Integrating change from https://github.com/someuser/experimental/pull/2 from someuser:1/add-readme c4b5ef92771760d076a036620adb2d74e2a4bea0
WARN: Removing previous rebase failure lock: /home/myuser/copybara/cache/git_repos/https%3A%2F%2Fgithub%2Ecom%2Fsomeuser%2Finternal-monorepo/rebase-merge
ERROR: Conflict detected while rebasing /home/myuser/copybara/temp/workdir1539881038528199439/checkout to 30785368de6889c04aa194754821ec6e9da062c0. Please sync or update the change in the origin and retry. Git output was:
CONFLICT (add/add): Merge conflict in README.md
Auto-merging README.md
``` 

In looking at the working directory, I'm seeing a weird duplication of the `exercises` directory -- **it looks like the `core.move` transformation is _copying_ the origin files in the `import` workflow rather than __merging__ them**:

```
~/copybara/temp/workdir1539881038528199439
➜ tree
.
├── checkout
│   ├── BUILD
│   ├── README.md
│   ├── WORKSPACE
│   ├── exercises
│   │   └── go
│   │       └── hello-world
│   │           ├── README.md
│   │           ├── go.mod
│   │           ├── hello_world.go
│   │           └── hello_world_test.go
│   ├── experimental
│       ├── copy.bara.sky
│       └── exercises
│           └── go
│               └── hello-world
│                   ├── BUILD
│                   ├── README.md
│                   ├── go.mod
│                   ├── hello_world.go
│                   └── hello_world_test.go
│
├── origin
│   ├── README.md
│   └── exercises
│       └── go
│           └── hello-world
│               ├── README.md
│               ├── go.mod
│               ├── hello_world.go
│               └── hello_world_test.go
└── reverse
    ├── README.md
    └── exercises
        └── go
            └── hello-world
                ├── README.md
                ├── go.mod
                ├── hello_world.go
                └── hello_world_test.go
```

From the documentation (and other examples found in issues in this repository), it appears that my `core.move` usage is correct, and should result in the `github_pr_origin` files being moved into a subdirectory. What am I doing wrong? Your help is greatly appreciated -- thanks for maintaining a great tool! ",1,working team running issue left scratching head example private repository tree structure like internal build experimental copy bara sky go hello world build go hello world go hello world test go copy bara sky fairly straightforward public experimental private internal core name export mode iterative origin git origin private ref master destination git destination public push master fetch master origin experimental exclude experimental copy bara sky experimental build destination pass bot reply domain core move experimental scrubber internal restore author label original author search true core name import mode change request set rev id false origin git origin public destination git destination private destination ref master origin destination experimental exclude experimental copy bara sky experimental build default bot reply domain domain core move experimental save author expose label integrate review expose label number new name separator export works beautifully internal repository single initial commit running export works experimental copy bara sky export history force new public repository exactly tree public go hello world go hello world go hello world test go import due conflict testing create issue public create new branch push new tree like tree public branch go hello world go hello world go hello world test go switching back internal file run import due conflict reference pull head branch experimental copy bara sky import pull head main setting source mover version unknown version task change experimental pull add warn removing previous rebase failure lock home cache git rebase merge error conflict home temp de aa da please sync update change origin retry git output conflict add add merge conflict auto looking working directory seeing weird duplication directory like core move transformation origin import rather temp tree build go hello world go hello world go hello world test go experimental copy bara sky go hello world build go hello world go hello world test go origin go hello world go hello world go hello world test go reverse go hello world go hello world go hello world test go documentation found repository core move usage correct result origin wrong help greatly thanks great tool erroneous broken core move public private import
node,Cannot add image/icon inside buttons.,"Is there a way to add images or icons inside the buttons?
I hope its possible because the welcome card has check icon/image on a button.  
Do I need to override or create my own methods to accomplish this?
.addAction(R.id.left_text_button, new TextViewAction(this)
                       ```

``````

> > .setText(""RANDOM_CARD"")
> >                         .setTextResourceColor(R.color.black_button)
> >                         **.setImage() <-- something likea  setImage method**
> >                         .setListener(new OnActionClickListener() {
> >                             @Override
> >                             public void onActionClicked(View view, Card card) {
> >                                 Log.d(""START"", ""RANDOM CARD"");
> > 
> 
> ```

``````
",1,way add inside buttons hope possible welcome card check icon image button need override create accomplish id left text button new random card color black button something method new override public void view view card card log start random card add image icon inside buttons
node,Library not adding in dependency,failed to resolve: com.jpardogo,1,resolve dependency
node,Show issuer,"read and show the issuer

I'm just going to leave this here in case anyone wants it, because I'm too lazy to do all the tests.
",1,read show issuer going leave case anyone lazy show issuer
node,MaterialList efficiency problem," You used a ViewHolder pattern but not in correct way, build function is called in onBindViewHolder (in MaterialListAdapter) and it uses findViewById many times which it is not a cheap operation.
I think you have to create two functions build which finds views and assigns it to references and called by onCreateViewHolder and bind which bind card's data to references and called by onBindViewHolder
",1,used pattern correct way build function many times cheap operation think create two build bind bind card data efficiency problem
node,Submodule not registered registered in destination,"When trying to copybara a repository with submodules in the origin, the git destination does not receive the submodule registered as such, i.e., the `git submodule status` returns nothing.
I've tried with 2 kinds of submodules, one in the workspace root and one nested, both reference a github repository and are named like their path.

Configuration: 
* copybara version 6e798f92 (HEAD on 2019-04-10)
* git version 2.21.0
* config

        core.workflow(
            name = ""test"",
            origin = git.origin(url = ""file:///<path-to-origin>"", ref = ""HEAD"", submodules = ""RECURSIVE""),
            destination = git.destination(""file:///<path-to-destination>"", ""<ref>""),
            origin_files = glob([""**""]),
            destination_files = glob([""**""]),
            mode = ""ITERATIVE"",
            authoring = authoring.pass_thru(default = """"),
        )",1,trying repository origin git destination receive registered git status nothing tried one root one reference repository like path configuration version head git version core name test origin git origin file path origin ref head recursive destination git destination file path destination ref origin destination mode iterative pass default registered registered destination
node,Errors while updating from 2.5 to 2.6,"Hi,

```
$ bazelisk clean --expugne
```

```
$ bazelisk info
Starting local Bazel server and connecting to it...
bazel-bin: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/execroot/demos/bazel-out/darwin-fastbuild/bin
bazel-genfiles: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/execroot/demos/bazel-out/darwin-fastbuild/bin
bazel-testlogs: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/execroot/demos/bazel-out/darwin-fastbuild/testlogs
character-encoding: file.encoding = ISO-8859-1, defaultCharset = ISO-8859-1
command_log: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/command.log
committed-heap-size: 257MB
execution_root: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/execroot/demos
gc-count: 3
gc-time: 28ms
install_base: /var/tmp/_bazel_fsousa/install/8772b695a4a7b498a4dd3eff54505d9c
java-home: /private/var/tmp/_bazel_fsousa/install/8772b695a4a7b498a4dd3eff54505d9c/_embedded_binaries/embedded_tools/jdk
java-runtime: OpenJDK Runtime Environment (build 11.0.2+7-LTS) by Azul Systems, Inc.
java-vm: OpenJDK 64-Bit Server VM (build 11.0.2+7-LTS, mixed mode) by Azul Systems, Inc.
max-heap-size: 3817MB
output_base: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c
output_path: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/execroot/demos/bazel-out
package_path: %workspace%
release: release 0.28.1
repository_cache: /var/tmp/_bazel_fsousa/cache/repos/v1
server_log: /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/java.log.nostradamus.fsousa.log.java.20190806-153858.8951
server_pid: 8951
used-heap-size: 70MB
workspace: /Users/fsousa/Projects/demo/demos
```

```
$ bazelisk build //...
INFO: Call stack for the definition of repository 'gwtsrc' which is a coursier_fetch (rule definition at /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/rules_jvm_external/coursier.bzl:852:18):
 - /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/rules_jvm_external/defs.bzl:83:5
 - /Users/fsousa/Projects/demo/demos/WORKSPACE:143:1
INFO: Repository 'gwtsrc' used the following cache hits instead of downloading the corresponding file.
 * Hash '2311054a07f5e8d83766155744e139e7a4b2ee1e77d47a636839687c4233a465' for https://jcenter.bintray.com/io/get-coursier/coursier-cli_2.12/1.1.0-M14-4/coursier-cli_2.12-1.1.0-M14-4-standalone.jar
If the definition of 'gwtsrc' was updated, verify that the hashes were also updated.
ERROR: An error occurred during the fetch of repository 'gwtsrc':
   local variable 'primary_artifact_path' is referenced before assignment.
INFO: Call stack for the definition of repository 'gwt' which is a coursier_fetch (rule definition at /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/rules_jvm_external/coursier.bzl:852:18):
 - /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/rules_jvm_external/defs.bzl:83:5
 - /Users/fsousa/Projects/demo/demos/WORKSPACE:112:1
INFO: Call stack for the definition of repository 'remote_java_tools_darwin' which is a http_archive (rule definition at /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/bazel_tools/tools/build_defs/repo/http.bzl:237:16):
 - /DEFAULT.WORKSPACE.SUFFIX:255:1
INFO: Call stack for the definition of repository 'maven' which is a coursier_fetch (rule definition at /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/rules_jvm_external/coursier.bzl:852:18):
 - /private/var/tmp/_bazel_fsousa/5eb111cf39e94839e993e7dc498f4d7c/external/rules_jvm_external/defs.bzl:83:5
 - /Users/fsousa/Projects/demo/demos/WORKSPACE:42:1
ERROR: /Users/fsousa/Projects/demo/demos/java/pt/ipb/demo/gwt/app/BUILD.bazel:15:1: //java/pt/ipb/demo/gwt/app:gwt-deps depends on @gwtsrc//:com_google_jsinterop_jsinterop_annotations in repository @gwtsrc which failed to fetch. no such package '@gwtsrc//': local variable 'primary_artifact_path' is referenced before assignment.
ERROR: /Users/fsousa/Projects/demo/demos/java/pt/ipb/demo/gwt/app/BUILD.bazel:15:1: //java/pt/ipb/demo/gwt/app:gwt-deps depends on @gwtsrc//:javax_validation_validation_api in repository @gwtsrc which failed to fetch. no such package '@gwtsrc//': local variable 'primary_artifact_path' is referenced before assignment.
ERROR: Analysis of target '//java/pt/ipb/demo/gwt/app:gwt-deps' failed; build aborted: no such package '@gwtsrc//': local variable 'primary_artifact_path' is referenced before assignment.
INFO: Elapsed time: 5.716s
INFO: 0 processes.
FAILED: Build did NOT complete successfully (113 packages loaded, 196 targets configured)
    Fetching @remotejdk11_macos; fetching 4s
    Fetching @local_config_xcode; fetching
```

In my WORKSPACE I have this:

```python
RULES_JVM_EXTERNAL_TAG = ""2.6""

RULES_JVM_EXTERNAL_SHA = ""064b9085b21c349c8bd8be015a73efd6226dd2ff7d474797b3507ceca29544bb""

http_archive(
    name = ""rules_jvm_external"",
    sha256 = RULES_JVM_EXTERNAL_SHA,
    strip_prefix = ""rules_jvm_external-%s"" % RULES_JVM_EXTERNAL_TAG,
    url = ""https://github.com/bazelbuild/rules_jvm_external/archive/%s.zip"" % RULES_JVM_EXTERNAL_TAG,
)

load(""@rules_jvm_external//:defs.bzl"", ""maven_install"")
load(
    ""//:artifacts.bzl"",
    ""AUTO_FACTORY_ARTIFACTS"",
    ""AUTO_SERVICE_ARTIFACTS"",
    ""AUTO_VALUE_ARTIFACTS"",
    ""FLOGGER_ARTIFACTS"",
    ""GUICE_ARTIFACTS"",
    ""JACKSON_ARTIFACTS"",
    ""JAKARTA_ARTIFACTS"",
    ""MAPSTRUCT_ARTIFACTS"",
    ""QUERYDSL_ARTIFACTS"",
    ""RETROFIT_ARTIFACTS"",
    ""SLF4J_ARTIFACTS"",
    ""TRUTH_ARTIFACTS"",
)

MAVEN_REPOSITORIES = [
    ""<private_repo_with_basic_auth>"",
    ""https://repo1.maven.org/maven2"",
    ""https://maven.google.com"",
]

maven_install(
    artifacts =
        JACKSON_ARTIFACTS +
        FLOGGER_ARTIFACTS +
        GUICE_ARTIFACTS +
        JAKARTA_ARTIFACTS +
        RETROFIT_ARTIFACTS +
        MAPSTRUCT_ARTIFACTS +
        SLF4J_ARTIFACTS +
        TRUTH_ARTIFACTS +
        AUTO_SERVICE_ARTIFACTS +
        AUTO_VALUE_ARTIFACTS +
        AUTO_FACTORY_ARTIFACTS +
        QUERYDSL_ARTIFACTS + [
            ""com.github.dexecutor:dexecutor-core:2.1.0"",
            ""com.google.dagger:dagger-compiler:2.24"",
            ""com.google.guava:guava:28.0-jre"",
            ""com.h2database:h2:jar:1.4.199"",
            ""com.sparkjava:spark-core:2.9.1"",
            ""com.squareup.okhttp3:logging-interceptor:3.12.2"",
            ""javax.servlet:javax.servlet-api:3.1.0"",
            ""javax.validation:validation-api:jar:2.0.1.Final"",
            ""net.dongliu:gson-java8-datatype:1.1.0"",
            ""ognl:ognl:jar:3.1.24"",
            ""one.util:streamex:0.6.8"",
            ""org.apache.commons:commons-lang3:3.8.1"",
            ""org.flowable:flowable-engine:jar:6.4.1"",
            ""org.hashids:hashids:jar:1.0.3"",
            ""org.jboss.weld.se:weld-se-core:jar:3.1.1.Final"",
            ""org.jboss:jandex:2.1.1.Final"",
            ""org.jetbrains:annotations:17.0.0"",
            ""org.jooq:jool-java-8:0.9.14"",
            ""org.mockito:mockito-core:2.27.0"",
            ""net.jodah:failsafe:2.0.1"",
            ""info.picocli:picocli-codegen:4.0.1"",
            ""info.picocli:picocli:4.0.1"",
        ],
    excluded_artifacts = [
        ""com.mchange:c3p0"",
        ""com.sun.mail:javax.mail"",
        ""com.zaxxer:HikariCP-java6"",
        ""com.zaxxer:HikariCP-java7"",
        ""commons-logging:commons-logging"",
        ""javax.activation:activation"",
        ""javax.activation:javax-activation-api"",
        ""javax.annotation:javax.annotation"",
        ""javax.interceptor:javax.interceptor-api"",
        ""javax.mail:javax.mail-api"",
        ""javax.persistence:javax.persistence-api"",
        ""javax.transaction:javax.transaction-api"",
        ""javax.ws.rs:javax.ws.rs-api"",
        ""javax.ws.rs:jsr311-api"",
        ""javax.xml.bind:jaxb-api"",
        ""javax.xml.ws:jaxws-api"",
        ""javax:javaee-api"",
        ""log4j:log4j"",
        ""org.glassfish:javax.el"",
        ""org.jboss.spec.javax.annotation:jboss-annotations-api_1.2_spec"",
        ""org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.2_spec"",
        ""org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec"",
        ""org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec"",
        ""org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec"",
        ""org.slf4j:slf4j-jdk14"",
        ""org.slf4j:slf4j-log4j12"",
        ""org.springframework:spring-jcl"",
    ],
    fetch_sources = True,
    repositories = MAVEN_REPOSITORIES,
)

maven_install(
    name = ""gwt"",
    artifacts = [
        ""com.google.dagger:dagger-gwt:2.24"",
        ""com.google.guava:guava-gwt:28.0-jre"",
        ""com.google.gwt:gwt-dev:2.8.2-20190719"",
        ""com.google.gwt:gwt-user:2.8.2-20190719"",
        ""com.google.jsinterop:jsinterop-annotations:1.0.2-20190330"",
        ""javax.validation:validation-api:1.0.0.GA"",
        ""net.ltgt.gwt:gwt-places:1.0.0"",
        ""org.eclipse.jetty:jetty-annotations:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-http:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-io:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-jndi:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-plus:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-security:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-server:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-servlet:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-servlets:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-util:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-webapp:9.2.20.v20161216"",
        ""org.eclipse.jetty:jetty-xml:9.2.20.v20161216"",
        ""org.fusesource.restygwt:restygwt:2.2.4"",
        ""org.jboss.gwt.elemento:elemento-core:0.9.0-gwt2"",
        ""org.jboss.gwt.elemento:elemento-widget:0.9.0-gwt2"",
        ""org.ow2.asm:asm:7.1"",
    ],
    fetch_sources = True,
    repositories = MAVEN_REPOSITORIES,
)

maven_install(
    name = ""gwtsrc"",
    artifacts = [
        ""com.google.jsinterop:jsinterop-annotations:jar:sources:1.0.2-20190330"",
        ""javax.validation:validation-api:jar:sources:1.0.0.GA"",
    ],
    repositories = MAVEN_REPOSITORIES,
)
```

It works with 2.5 but not 2.6.",1,hi clean starting local server bin private demos bin private demos bin private demos character file iso iso command log private command log heap size execution root private demos count time install base install home private install environment build bit server build mixed mode heap size output base private output path private demos package path release release repository cache cache server log private log log server used heap size demos build call stack definition repository fetch rule definition private external external private external external demos repository used following cache instead corresponding file hash io get jar definition verify also error error fetch repository local variable primary artifact path assignment call stack definition repository fetch rule definition private external external private external external demos call stack definition repository remote archive rule definition private external build default suffix call stack definition repository fetch rule definition private external external private external external demos error demos build repository fetch package local variable primary artifact path assignment error demos build validation validation repository fetch package local variable primary artifact path assignment error analysis target build aborted package local variable primary artifact path assignment time build complete successfully loaded fetching fetching fetching local fetching python external tag external sha archive name external sha external sha strip prefix external external tag external archive zip external tag load external install load auto factory auto service auto value flogger truth private basic install flogger truth auto service auto value auto factory core dagger dagger compiler guava guava jar spark core logging interceptor validation validation jar final net jar one apache commons commons flowable flowable engine jar jar weld se weld se core jar final final core net sun mail mail commons logging commons logging activation activation activation activation annotation annotation interceptor interceptor mail mail persistence persistence transaction transaction bind log log glassfish el spec annotation spec spec interceptor spec spec spec spec spec spec bind spec log spring fetch true install name dagger dagger guava guava dev user validation validation ga net eclipse jetty jetty eclipse jetty jetty eclipse jetty jetty io eclipse jetty jetty eclipse jetty jetty plus eclipse jetty jetty security eclipse jetty jetty server eclipse jetty jetty eclipse jetty jetty eclipse jetty jetty eclipse jetty jetty eclipse jetty jetty core ow fetch true install name jar validation validation jar ga works
node,Throw EvalException instead of IllegalArgumentException,Unchecked exceptions won't be automatically converted to EvalException (https://github.com/bazelbuild/bazel/pull/8266).,1,unchecked automatically converted pull throw instead
node,BasicButtonsCard title not appearing,"I am using BigImageButtonsCards and BasicButtonsCards in my MaterialListView. For some reason, the titles of the the BasicButtonsCards do not appear even though the text colour is black and the card background colour is white. However, when I use BasicButtonsCards only (no BigImageButtonsCards), the titles appear. Any idea why?
",1,reason appear even though text colour black card background colour white however use appear idea title
node,Unable to sync with Gradle: compile 'com.github.dexafree:MaterialList:v3.0.1',"i'm unable to get this lib. via gradle sync. i've also tried snapshot : compile 'com.github.dexafree:MaterialList:-SNAPSHOT'  , still no success. please respond.

![screen shot 2015-12-30 at 4 30 23 pm](https://cloud.githubusercontent.com/assets/13833204/12050117/55a0ecd2-aebe-11e5-9a43-0c6799faf5fb.png)
![screen shot 2015-12-30 at 4 30 33 pm](https://cloud.githubusercontent.com/assets/13833204/12050118/5601bbc0-aebe-11e5-8434-3443fd81e8af.png)
",1,unable get via sync also tried snapshot compile snapshot still success please respond screen shot cloud assets screen shot cloud assets unable sync compile
node,problem with setColumnCountPortrait function,"I use this code to implement loading more data with MaterialList.
it's work when mListView.setColumnCountPortrait(1); but when I set it 2 for example, function findFirstVisibleItemPosition return -1 all the time. any suggestion?

``` java
 mLayoutManager = (LinearLayoutManager) mListView.getLayoutManager();
        mListView.addOnScrollListener(new RecyclerView.OnScrollListener() {
            @Override
            public void onScrolled(RecyclerView recyclerView, int dx, int dy) {
                if (dy > 0) //check for scroll down
                {
                    visibleItemCount = mLayoutManager.getChildCount();
                    totalItemCount = mLayoutManager.getItemCount();
                    pastVisiblesItems = mLayoutManager.findFirstVisibleItemPosition();
                    if (loading) {
                        if ((visibleItemCount + pastVisiblesItems) >= totalItemCount) {
                            loading = false;
                            Log.v(""..."", ""Last Item!"");
                            LoadMoreData();
                        }
                    }
                }
            }
        });
```
",1,use code implement loading data work set example function return time suggestion new override public void check scroll loading loading false log last item problem function
node,Issue when tried to start app,"Original [issue 347](https://code.google.com/p/google-authenticator/issues/detail?id=347) created by pipeh.surfer on 2013-12-27T04:04:11.000Z:

<b>What steps will reproduce the problem?</b>
1. Open Authentication
2. Try to put Begin Setup button
3. Immediately unfortunately, authentication has stopped

<b>What is the expected output? What do you see instead?</b>
Immediately unfortunately, authentication has stopped

<b>What version of the product are you using? On what operating system?</b>
2.49 ' Android 4.3 Xperia ZL

<b>Please provide any additional information below.</b>
",1,original issue code authenticator detail id surfer reproduce problem open authentication try put begin setup button immediately unfortunately authentication stopped output see instead immediately unfortunately authentication stopped version product operating system android please provide additional information issue tried start
node,Why cant we set shadow to Text on title that falls on an Image?,setShadowLayer() on text that falls on an image is crucial as same image with same color makes the text invisible,1,text image crucial image color text cant set shadow text title image
node,Barcode scanner is not available now popup on trying to add account,"Device: Nexus 4
Android Version: 5.1.1
Build number: LMY48T

Steps to reproduce:
Installed Google Authenticator from Play Store
Launched the app
Clicked on ""BEGIN""
Below ""Add an account"" clicked on ""Scan a barcode"" and got the message popup saying ""Barcode scanner is not available now"" with ""OK"" to click.
Tried installing few barcode scanners app from Play Store and then trying to add account, result is same. See attached screenshot.
Please suggest if there is any workaround for this issue.
![screenshot_2016-10-17-16-07-45](https://cloud.githubusercontent.com/assets/953479/19436835/06bf15c2-9490-11e6-9b86-8b4405bbe8a3.png)
",1,device nexus android version build number reproduce authenticator play store begin add account scan got message saying scanner available click tried play store trying add account result see attached please suggest issue cloud assets scanner available trying add account
node,copybara: command not found,"Hi, I am installing copybara on Centos 7 according to your documentation. But in the end, I am taking ""copybara: command not found"" error. How can I solve this problem?",1,hi according documentation end taking command found error solve problem command found
